	GSM802515	GSM802516	GSM802517	GSM802518	GSM802519	GSM802520	GSM802521	GSM802522	GSM802523	GSM802524	GSM802525	GSM802526	GSM802527	GSM802528
583.m05529_at	3.647262436	3.619043217	3.635036025	3.759783352	3.646712349	3.315684034	3.484150855	3.713041204	3.793537308	3.704404342	3.918178815	3.957389603	3.484667698	3.881967548
583.m05530_at	3.688726794	3.376355162	3.20042866	3.444322004	3.392340021	3.678250086	4.297679372	4.173909068	4.439089829	4.106372765	4.155822499	4.163443349	4.085331406	4.378993376
583.m05533_at	5.66631796	5.096846741	4.154838189	3.966659799	4.346899974	4.446434002	5.012895347	4.636578772	4.416235451	4.354822265	4.565490066	4.537326684	4.628297278	4.680127626
583.m05536_at	3.549202234	3.188284622	3.168460901	3.296369271	3.290937989	3.69146771	2.934940626	3.347915884	3.331276886	3.21527871	3.261389514	3.19701336	3.47035746	3.234721395
583.m05537_at	4.135349697	4.560651649	3.569859858	3.437524802	3.957671258	3.831180349	3.254347316	3.306490169	3.555428145	3.305284785	4.120684752	4.277737243	4.176510573	3.979914299
583.m05540_at	4.311899121	4.037692589	4.445489803	4.109170176	3.819419025	3.899118083	4.141701283	4.146483419	4.476493062	3.892258544	4.551777429	4.552966938	4.333399052	4.462084907
583.m05541_at	6.334190897	6.748297686	4.815102699	4.560611286	5.10853646	5.194483563	5.569834702	4.894423167	4.683792685	4.803903907	4.701716105	4.506791561	4.552841907	4.444818933
583.m05543_at	3.505566129	3.308852103	3.632306564	3.603857557	3.400680587	3.150581838	3.019212105	3.241555498	3.99154282	3.796750676	3.18025574	3.646152423	3.676110564	3.56154461
583.m05545_at	4.071441618	3.956144006	3.794441774	3.997097687	3.820137039	3.924825837	3.897676657	3.89123331	3.343215497	3.483628838	3.515744878	3.121817188	3.439551785	3.485370119
583.m05546_at	6.362365092	6.797636864	6.423363537	6.784859871	6.325353812	6.220821029	6.167293902	5.899587103	5.796389534	5.860304251	5.559192049	5.620466782	5.556891961	5.585139402
583.m05548_at	6.005087015	7.248886412	5.331600103	4.91309038	5.170866318	5.042034342	5.549874213	5.078641097	4.652430003	4.548786479	4.760544597	4.408584244	4.551871584	4.378190863
583.m05549_at	4.284566048	4.675218444	4.343454097	3.80958486	4.250701221	3.714232732	4.677287633	4.825271971	4.43570295	4.616783171	4.762037929	4.828023702	4.559933819	3.997818201
583.m05551_at	3.700908919	3.81948589	3.220975944	2.588671223	4.286470004	4.710167895	7.270991519	8.017603418	4.960020149	5.173510048	5.356253126	5.278482641	5.732177463	5.876379326
583.m05552_at	4.911277564	5.307685266	3.92402602	3.485859196	5.451692481	5.434162155	6.918022285	6.721126489	7.288871986	7.241566834	7.048337952	7.007684326	7.544535491	7.414074146
583.m05553_at	4.104349787	3.850764701	4.415557956	4.128224489	4.014747171	3.979508456	3.862951811	4.10660806	4.16594451	4.159703003	4.019664757	4.172691576	4.212560803	3.950360585
583.m05554_at	3.361368683	3.786078458	3.329741749	2.92391158	3.850659819	4.001105131	4.169634039	3.673226603	4.895721312	4.470576496	4.230331702	4.491302058	4.630209061	4.257982805
583.m05555_at	3.958419212	3.817032347	4.13338317	4.770296087	4.866250371	4.925901225	4.362816168	4.311169036	4.159554947	4.228518684	4.19018391	4.115748366	3.473679661	4.139677438
583.m05557_at	3.378259063	3.189450364	3.051956544	2.947219065	3.12111846	3.290475278	3.603911653	3.213928427	3.221538222	2.880060756	3.743732384	3.195077454	3.727781344	3.079486824
583.m05558_at	3.996478866	4.194844461	3.936161042	4.709728888	3.902854888	4.104499743	4.3186048	3.898871386	4.345141118	4.087581902	4.047386472	4.169505037	4.244304474	4.24822421
583.m05559_at	3.1129709	2.975937896	4.367747358	3.537615588	4.152663676	4.070506342	3.115197886	3.062327169	3.652903657	3.481509632	3.239292111	2.95603013	3.24131097	3.201541331
583.m05560_at	3.188854221	3.0245112	3.34572192	2.888657797	3.519125563	3.340223042	3.049100799	3.280337041	3.056031897	3.361160804	3.0387045	3.699555192	3.562777096	3.524372869
583.m05560_x_at	3.913676406	3.46906094	3.416916886	3.490199334	3.436181225	2.736171248	3.548550648	3.257826713	3.858851189	3.721768068	3.889910455	3.405980811	3.470182464	3.993792539
583.m05561_at	3.875326565	3.562442734	4.286350213	4.31316395	4.011296293	4.423999715	3.631637422	3.66154747	3.876095865	3.898810069	3.836088361	3.645014053	3.723778678	3.493639037
583.m05562_at	4.490390696	4.056964893	4.223819273	3.98821978	4.316545023	4.42224992	4.960309419	5.134260347	5.303626512	5.133179289	4.523986729	4.70522996	5.044239398	4.97264155
583.m05563_at	3.886448894	3.987755015	3.744091256	3.804291313	3.302774512	3.284445262	3.411215625	3.115928623	4.029383802	3.80091201	3.419355977	3.765479874	3.759288403	3.701819064
583.m05566_at	4.180104511	4.277427049	4.960536957	4.774737651	4.823343541	4.760213984	4.460104448	4.140738767	5.004806534	4.79980635	4.416095997	5.00484016	4.985058803	4.763511195
583.m05567_at	4.83085214	5.372396254	3.806030856	3.942418309	3.333825779	3.558233964	4.413313606	4.240044996	4.608800912	4.263827594	4.185730978	3.768643222	4.36961018	3.88885465
583.m05568_at	3.171764965	3.480335813	3.284280733	3.008570722	2.915681431	2.803750734	2.893529963	3.258992378	2.794653236	2.912229136	3.227245821	3.191339902	3.55356092	3.057294099
583.m05569_at	4.301651107	4.667218842	3.537503926	3.688265064	3.31155483	3.373033261	7.458988884	7.153754017	6.925682893	6.723481355	6.322021593	6.389281692	6.700376578	6.910366239
583.m05570_at	3.488871906	3.592291458	3.367862396	3.089127737	3.661709973	3.650153344	3.761914905	4.075193452	3.814404102	3.51951104	4.157845363	3.396279615	4.36491398	4.574987394
583.m05571_at	4.993167164	4.830538594	4.163984992	4.181456241	4.499302284	4.425792175	4.125130581	4.066747296	4.252814029	4.027871037	4.148546941	4.032729492	4.269307101	4.128724219
583.m05572_at	3.686504557	3.433636307	4.615161168	4.124082538	4.339195898	4.422307757	3.69613554	3.530393071	3.805984554	3.643756508	3.399186791	3.449078104	3.455859821	3.61979955
583.m05573_at	3.407891964	3.298402059	3.625866609	3.524968643	3.098881175	3.337833766	3.484162104	3.21976578	3.473875819	3.623788967	3.132838251	3.301446494	3.443189516	3.542788783
583.m05574_at	5.120570402	5.13965915	3.866400367	3.554417833	4.45995634	4.262418972	3.52441262	3.78043069	3.152982914	3.49428587	3.359018534	3.241538403	3.725139119	3.674451626
583.m05575_at	3.522005743	3.247697719	3.784074183	3.636242863	3.704129115	3.335388833	3.647473011	3.111456597	3.049943674	3.352277552	3.591112592	3.603081494	2.689776955	3.40672325
583.m05576_at	4.035965866	3.811124519	5.560622678	5.09317994	4.757782569	4.705373345	4.516816157	4.380326649	4.589258603	4.505675011	4.468955448	4.606639183	4.44611156	4.2274998
583.m05578_at	5.66402927	6.596145954	4.923357911	3.877033752	4.30251819	4.42624357	4.886181243	4.327796486	4.175371976	4.003578524	4.505826574	4.137910938	4.307031744	4.062456133
583.m05579_at	4.546641433	4.752296462	3.923788214	4.060613362	4.083709032	4.446525803	4.732891804	4.701892123	5.101381741	5.233918712	5.007668474	5.185814145	5.136987421	5.108715893
583.m05580_at	3.838970536	3.612911325	3.945999672	3.595417064	3.437471021	3.645584137	3.448355835	3.560818899	3.772935655	3.568730379	3.649956893	3.395908693	3.058113123	4.053999696
583.m05581_at	4.214896322	4.276535289	3.614887912	4.018741577	4.92073603	5.097382101	4.806653937	5.074234899	5.18747322	5.114067866	5.196936709	5.346979656	5.309202653	5.368448142
583.m05583_at	4.46880475	4.908225402	5.82913145	5.49278003	4.890184261	4.788938388	4.091945835	4.391308741	4.763078026	4.416223531	4.610348375	4.569327895	4.230209785	4.447136203
583.m05584_at	3.699824376	3.956044978	4.028901376	4.039401579	3.545133433	3.655444308	3.594957615	4.156111217	3.754853878	3.652950161	3.561330085	3.54362616	3.303189776	3.168294725
583.m05585_at	3.331529979	3.076251883	3.048051916	2.951221465	3.03767076	2.923460233	3.004892333	2.905215874	3.023012226	3.055983502	2.707818439	3.301319086	3.468719484	3.228186761
583.m05586_at	4.067206395	3.70994349	4.138514435	3.81180588	4.927779694	4.839257219	4.329360433	4.204468652	4.414893199	4.602159762	4.134711923	4.209200576	4.595256085	4.706634442
583.m05588_at	4.107327934	4.841324021	4.4649258	4.210871895	4.731472344	4.998778928	6.324997342	6.445993382	6.810540295	6.8714382	5.141947491	5.42856171	5.865619679	5.939259622
583.m05589_at	5.467133541	5.583643323	4.571697763	4.409938258	4.424344858	4.479799073	4.669001755	4.848860948	4.323409494	4.779772645	4.777198205	4.895360532	4.64120533	4.447549766
583.m05590_at	7.993988655	7.497558819	7.326838329	5.943228911	6.170696987	6.206131057	4.147143711	3.920727247	3.562721969	3.502027198	3.789936903	3.939119133	3.998473159	3.037425069
583.m05591_at	5.1652696	5.136601237	5.282198718	5.358368494	4.371029945	4.316817527	4.742263806	4.52780112	4.768739653	4.283937215	4.586054809	4.707526532	3.958670742	4.214068178
583.m05592_at	3.75502491	3.861192719	3.642744864	4.479510165	3.993133931	3.975846948	4.067505823	3.916164178	4.403851598	4.157018073	3.403154624	4.037597294	3.767010846	3.595903603
583.m05593_at	3.902773744	3.752276798	3.845457556	4.12751213	4.003547208	4.042501515	4.249153262	3.878515634	3.853856975	4.208831015	3.899967899	3.653001239	3.830283568	4.187285508
583.m05594_at	4.983910343	5.345117289	3.918087849	3.654446594	4.055473524	4.594243898	5.757325597	5.620776093	4.800699772	4.735615123	4.818673579	4.802654344	4.991195943	4.691269351
583.m05595_at	3.711248947	3.70200155	3.893187194	4.076214906	3.712768511	3.633788906	3.974848149	3.576051883	3.703625931	3.214399476	3.689695123	3.286972405	3.611063498	3.284812625
583.m05596_at	4.349569977	3.921742934	4.054339049	3.763429054	4.236932205	4.425183946	3.569176965	3.428193644	3.762836063	3.922332094	3.759866739	3.403880669	3.45308785	4.024027925
583.m05597_at	8.505055671	8.288506311	5.90706488	5.093780976	5.764063016	5.837082044	4.17527988	3.730506897	3.262441659	3.561159597	3.529218849	3.587085329	3.563871675	2.782984942
583.m05598_at	5.723472697	5.024632518	4.625562701	4.02671466	4.121381915	4.226252422	3.951625489	3.805772615	4.237361567	4.115363353	3.985878967	3.757015881	3.909502255	3.972163488
583.m05599_at	4.212204457	3.942485658	3.7202327	5.041488727	4.606572411	4.564300941	5.070253163	5.272689613	5.599975128	5.468729711	5.253441208	5.091816065	5.098892455	5.350697181
583.m05601_at	5.069894009	4.927428833	4.635228952	3.843273148	4.856810045	4.561689751	4.008042338	4.265118997	4.619942281	4.134481888	4.631576837	4.168958667	4.059043634	4.478726738
583.m05602_at	4.522469977	4.195512876	4.748282221	4.939257504	4.166395209	4.367270502	4.007580514	3.433171775	4.368459511	4.014565469	3.776084819	3.897976197	3.949117751	3.829689243
583.m05605_at	3.359818544	3.588182297	3.290700541	3.203323493	3.709487935	3.444292597	3.313912106	3.416012457	3.696902701	3.596378745	3.583070205	3.298070267	3.597746861	3.641241859
583.m05607_at	4.292592254	4.371350925	4.071445988	4.278973727	4.152666447	4.113478787	4.289970855	3.885105458	4.053398079	3.611969898	3.497216657	3.562213069	3.829157172	3.547478506
583.m05609_at	4.63315613	4.815169891	3.457649919	3.891017335	4.233459891	4.095173137	4.681834455	4.808204992	4.312307651	4.534031542	4.744905456	4.882127466	4.904847693	5.015698503
583.m05610_at	7.335515878	7.914807815	6.313468584	6.196913867	6.081652117	5.950192525	4.464025037	4.306653986	3.546286137	3.840635104	3.315463554	4.295320987	4.259299359	4.044167539
583.m05611_at	3.422902036	3.186101165	3.166700553	3.066773511	3.088304549	3.144396619	3.073758401	3.20751617	2.973233066	2.956099006	3.3864437	3.077269013	2.990469534	3.109794365
583.m05612_at	3.931575362	3.960519576	4.253068931	3.38041933	3.617195212	3.453791721	3.878987608	4.063573714	3.55265833	3.904717942	4.067627274	4.135654135	4.077691648	3.607562189
583.m05613_at	4.641643998	5.341786635	4.271111593	4.129480226	3.995368011	4.222088108	3.621706204	4.064298161	3.809588558	3.74016545	3.4015906	3.866243817	3.458921379	3.166403939
583.m05614_at	3.977627433	4.527600188	4.775130793	4.681540967	4.432722953	4.301384344	4.422018865	4.270449712	4.06600997	4.22565844	4.419022123	4.523599388	4.159791586	4.153100286
583.m05616_at	5.182834472	6.272917266	5.53091275	5.293988003	5.561267878	5.233356849	5.235313731	4.883687993	5.270479804	5.366333177	5.347958755	5.43656015	5.236905592	5.378762768
583.m05617_at	5.930184411	5.664116269	4.138855108	5.087920725	5.358843697	5.487724716	4.859347965	4.667862772	5.06689448	4.816221355	4.479678309	4.358242488	4.552178935	4.546193132
583.m05618_at	4.070563308	4.00447534	4.740397573	4.609412049	4.286906631	4.265867785	5.187862159	4.88783919	4.532834171	4.274478676	4.333234177	4.540675314	4.702307012	4.724448677
583.m05620_at	3.907824714	3.859136615	3.707750988	3.953517251	3.641242687	3.802179344	4.505495676	4.324093811	4.19601378	4.408762968	4.193146291	4.36849896	4.166431726	4.318759144
583.m05621_at	4.048127328	4.062122414	4.012891184	3.812352475	3.988623021	4.157094302	3.665281744	3.719230099	3.723838432	3.671980862	3.633471892	3.553425222	3.882213498	3.775953132
583.m05622_at	4.008264262	3.989261467	4.031529031	3.777209602	4.045708355	3.922605691	5.2472434	5.56996502	4.923659936	4.982272776	5.109905885	4.97195133	5.187326864	5.064819173
583.m05624_at	3.761634181	3.556831138	4.223900658	5.278317956	5.2946251	5.242209832	4.996070909	5.191416649	4.25664635	4.238382552	3.592361995	4.259353576	4.132613871	4.404564127
583.m05625_at	3.287855106	3.620120116	3.78510263	3.534649056	3.541701961	3.225346832	3.71598931	3.341630705	3.323074286	3.006123341	3.185605748	3.405095003	3.292077232	3.768657059
583.m05626_at	4.373864869	4.484287219	5.798663713	5.847877997	5.535897423	5.533224366	4.508610126	4.616062842	4.634847422	4.612199215	4.871914428	5.010681287	5.128083	5.381169243
583.m05627_at	3.856724679	3.277945531	6.162309434	6.034943115	5.140804884	4.8575662	3.887512651	3.716050372	3.267577024	3.526931857	3.620218466	3.564279286	3.482935013	3.319884637
583.m05627_x_at	3.606185622	3.504833595	6.222235281	6.121150177	4.98979451	5.007580923	3.858190429	3.698284427	3.315664829	3.583534348	3.238000183	3.195024375	3.443553024	3.260734042
583.m05628_at	5.718408909	6.434392764	5.296232279	4.893049272	4.952860946	5.043895366	6.670435268	6.146008782	6.03574562	6.30054591	6.685127171	6.82109786	6.598676108	6.051680962
583.m05628_x_at	5.016435403	5.522132791	4.193395472	4.533947828	4.787628737	4.630894893	6.133041952	5.620946315	5.389935568	5.424154413	5.229531092	5.223173105	5.332204265	5.172812656
583.m05629_at	5.354779949	5.717454001	4.486733883	3.762679601	4.326663621	4.289995802	3.385095026	3.427589714	3.552896473	3.231715166	2.973816235	3.244188834	2.846917759	3.193299698
583.m05630_at	3.998777981	4.11921703	4.249084249	4.189163766	4.32161677	4.412224092	4.415746701	4.220684711	4.06437391	4.164407919	4.222398306	4.320571704	4.622726776	4.524089276
583.m05631_at	3.733734767	3.492034688	3.967597902	3.981308932	3.973545591	3.791174111	4.259969244	3.866830084	4.458750626	4.128392681	4.226141694	4.41971588	4.438925253	3.946087718
583.m05632_at	4.719412535	5.174734654	4.24822718	4.338091065	4.256703314	4.334565923	4.349987369	4.844484032	4.260031793	4.51687156	4.591929447	4.707154607	4.606885761	4.834639915
583.m05633_at	3.956575704	4.044030367	4.113632991	4.639365643	4.570202647	4.418738091	4.124826168	4.493911603	4.771150502	4.693771229	4.332421559	4.251072382	4.21483145	4.67928201
583.m05634_at	3.639275423	3.624327859	3.760333908	3.738555944	3.421678295	3.553267701	4.665987347	4.586571965	4.819489072	4.559209405	4.64142923	4.469369195	4.788357602	4.656598123
583.m05637_at	6.856525679	7.322571002	4.974739002	5.024790002	4.866235596	4.908894675	4.928120224	4.919101732	4.785658279	4.822672379	4.497944692	4.408305073	4.780148746	4.522995736
583.m05639_at	3.698115868	3.675193442	4.179332798	2.985741822	3.572393615	3.854473718	4.926501018	5.131640919	4.882627641	5.002428845	5.394971883	5.376473691	5.71910611	5.347927662
583.m05641_at	5.06726712	5.23466787	4.542158394	4.828887402	5.668963393	5.799868451	7.6084212	7.636661479	6.771799272	6.910721154	6.765952207	6.454063057	6.577082313	6.500056633
583.m05642_at	4.820681519	4.685754084	4.239055892	4.270128294	3.895466825	4.262925083	5.003548985	5.121072588	4.986351218	4.860540228	4.779526412	4.759434921	4.552109831	4.750688075
583.m05643_at	3.485662517	3.870741055	2.849788485	3.563722998	4.924699851	5.090435969	3.822310077	3.722924098	5.077392823	4.79181453	4.469017478	4.862846394	4.739574422	5.061951276
583.m05644_at	4.401354741	4.615484638	4.369729106	4.553981577	4.359000974	4.345372549	4.878634214	4.80433721	4.444606841	4.562372974	4.48661975	5.032699095	4.647329975	4.483406477
583.m05645_at	3.349107279	3.811858268	3.28501473	3.415680527	3.329078114	3.761753955	3.380969766	3.223834796	3.323333023	3.317910169	3.449570682	3.300363518	3.392658409	3.359108643
583.m05646_at	3.67183297	3.994666102	3.54319516	3.264431162	3.427161554	3.537438868	3.372170272	3.552904993	3.893735611	4.146190151	3.841450317	3.766419999	3.934554469	4.30236314
583.m05647_at	4.453113863	5.532061309	4.340459748	4.840988625	4.354308544	4.252285137	4.519770875	4.900518979	4.715234773	4.659819521	4.584002419	4.623064579	4.81410687	4.257003464
583.m05647_x_at	4.460859521	5.197661469	4.374252604	4.071510722	3.901951755	4.06971374	4.537541911	4.619126708	4.151527286	4.161972947	4.441349462	4.727239896	4.309332684	3.922605321
583.m05648_at	7.435502273	7.200338421	5.869278116	5.747176156	5.712415156	5.700414347	4.580270191	4.942007242	4.303450995	4.121286175	4.783556348	4.803898275	4.67488368	4.665734783
583.m05649_at	3.889589484	3.852694451	4.34701341	4.242262313	3.934028876	3.196457909	3.62432837	3.638834351	3.883047666	3.923606944	3.586637746	3.683725886	3.417318907	3.765578034
583.m05650_at	2.853478886	3.019166016	2.875049488	2.728682198	3.28137922	3.097992532	2.994884892	2.831815908	3.014755982	3.108938009	3.395911388	2.664966238	3.063192735	3.07374624
583.m05651_at	3.801591336	3.887244623	3.47072663	3.429298206	3.415311245	2.967899637	4.095462871	4.079602687	4.059995719	3.729921592	3.605589997	3.806512644	3.532485982	3.086626749
583.m05651_x_at	4.127303326	3.873692058	3.966735486	4.233664945	3.590046417	3.658333072	4.413721265	4.545008094	4.045527503	3.921502665	4.500619463	4.012357879	3.936789606	3.967072743
583.m05652_at	3.692720806	4.000257347	2.985996723	3.953549006	3.527877017	3.325423437	4.054140189	3.891343345	4.103587706	3.906768769	3.498075588	3.64486396	4.529927771	4.455637067
583.m05653_at	3.474691357	3.402676898	3.518734887	3.487909833	3.676133314	3.879121813	3.582423976	3.467567887	3.565313787	3.284268526	3.069897656	3.296932084	3.337703796	3.43757602
583.m05654_at	4.5645151	4.300523631	6.580541809	5.883281101	6.11300949	6.286769908	4.011527374	4.380118549	3.899984793	3.682450043	3.492077497	4.004129155	3.495631205	3.313103391
583.m05655_at	3.885093831	3.796491404	4.411728277	4.345262936	4.856570174	4.515786054	4.603621145	4.382089195	4.490004073	4.624701429	4.618127628	4.797063699	4.823883251	4.610687578
583.m05658_at	3.676618905	3.789619144	3.725322669	3.570719085	3.207326476	3.435538586	4.692585072	4.581038218	4.655739087	4.226038131	4.504265038	4.175307006	4.219578196	4.029141066
583.m05660_at	3.774782682	4.044955175	3.696085617	3.648824576	4.140231582	3.720635458	3.101015212	3.562087145	3.60817584	3.387358774	3.56249323	3.544921884	3.406031909	3.435512797
583.m05661_at	3.951570874	4.175645891	4.034852902	4.246425377	3.987592348	3.746367118	4.09631642	3.668232791	3.845770415	3.917196126	4.005500425	3.644005321	3.729268693	3.602849869
583.m05664_at	5.908524803	5.935938621	6.963017874	6.114790058	5.610715064	5.531142801	4.993774904	4.90182127	3.734385916	4.138507181	3.978535718	3.893738437	4.323512081	4.412914719
583.m05665_at	3.547222708	3.534154448	3.78326891	3.297054883	3.444490131	3.287489512	3.430723328	3.57125077	3.324264525	3.450369169	3.075860831	2.782309023	3.727854274	3.31315913
583.m05666_at	4.089551905	3.824560435	4.451146804	4.226709372	3.864018246	3.850290659	4.564253105	4.961872644	4.20313569	4.421796405	4.223223774	4.372668245	4.500880266	4.321527242
583.m05667_at	8.545213593	8.512577871	8.234300654	8.565483321	8.357923288	8.412762594	4.7839207	4.008796257	3.348884919	3.786025201	3.988420439	4.05337739	4.149399234	3.777277806
583.m05668_at	4.525903349	4.452771104	4.229254238	3.190429793	4.135503667	3.965069295	3.605565267	4.171209544	3.810484743	3.981924997	4.495994889	4.535336466	4.233885396	4.181771981
583.m05669_at	3.837570454	3.675345111	4.977544876	3.702299014	3.909951241	3.903749972	4.088209844	4.123074606	4.694139255	4.283872361	4.271282594	4.08116173	4.039975522	4.228180543
583.m05670_at	3.972205272	4.311233321	5.805989541	5.639783568	4.904345238	4.619407473	4.653668055	5.065741175	5.450910063	5.055137404	4.720215238	4.963662386	4.690838265	4.917317666
583.m05671_at	6.263636051	7.082131401	4.96618347	5.661360789	5.814400475	5.92554916	5.469220879	5.09201798	5.402456435	5.168190791	4.541962985	4.830325772	4.755941423	4.813436086
583.m05672_at	4.290977715	4.137136863	5.340920179	6.335770211	6.473768674	6.403642255	4.240572877	4.568523297	5.726872259	5.44961493	5.186402053	4.951065012	5.304346393	5.212416993
583.m05673_at	3.478041443	3.475461702	3.746833684	3.863466747	4.203880938	4.330443626	3.732167006	3.698943735	3.101870236	3.024771184	3.863504945	3.84903461	4.034039383	4.614646281
583.m05674_at	7.604856853	7.001531356	5.593600091	4.377682555	5.826850574	5.73663174	3.954272154	3.570651614	3.584983316	3.341038489	2.957447002	2.989978608	2.941842193	2.766249841
583.m05675_at	5.52883908	5.784777416	4.832405089	4.36185592	4.381224337	4.680486616	4.173843765	3.543110451	4.062587429	4.133655224	3.828205437	3.642678483	3.730453526	3.496783339
583.m05676_at	3.393427277	3.410692744	3.411244047	3.439668469	3.551362811	3.295606237	3.490094043	3.537906304	3.477105276	3.539498122	3.936783521	3.555540326	3.37886408	3.556759854
583.m05677_at	3.443080356	3.485951758	3.177329024	3.805914595	3.462043735	3.551775132	4.389476344	3.924366997	3.280445485	3.654231066	3.808117063	3.340350183	4.06233277	3.733118204
583.m05678_at	3.71161301	3.409518492	3.424731171	3.714638718	3.873612517	3.157349133	3.862331979	4.024363887	4.022270412	3.634146807	4.068738014	3.96102923	3.868257534	3.874228975
583.m05680_at	3.859798211	3.861946959	3.832707615	3.711007559	3.672887906	4.009669619	3.134653918	3.419301113	3.600213243	3.617896544	4.14879125	4.30434622	4.177022024	4.080703844
583.m05681_at	6.532148303	6.982243465	4.435299208	4.763849205	4.594379717	4.85671522	4.245831145	5.03270568	4.432445803	4.757922582	4.676570845	4.802287461	5.036575898	4.801013376
583.m05682_at	3.699344017	3.694887477	4.317390241	3.486027871	4.149943358	3.793323968	3.552062538	3.208787827	3.320427335	3.382197569	3.515186721	3.449341424	3.538758102	3.25554542
583.m05683_at	4.99903625	4.695769873	4.63974765	4.235993111	5.157387686	5.321953825	4.56609893	4.207367155	3.601816381	3.661331678	4.219447482	4.018682601	3.897840634	3.53365604
583.m05684_at	3.641371542	3.466001229	4.03930142	3.554609596	3.601165058	3.71533008	3.667714268	4.032157024	4.051970997	3.961107516	3.970113454	3.769121732	3.733428313	3.602418343
583.m05685_at	8.843404239	9.296712433	7.094973793	7.732461466	7.903098928	7.982254704	4.146548245	3.744439438	2.867056175	3.148288814	3.557920759	3.611634402	3.88858799	3.589687944
583.m05686_at	4.073151619	4.095249081	5.383881011	4.938425862	4.868623904	4.80175269	4.815912453	5.611408379	5.629592139	5.586159371	5.301304547	5.159947718	5.388603624	5.348974251
583.m05687_at	4.743199883	4.905342701	4.839541	4.463662297	4.017953506	4.078112932	4.88353977	4.824582176	5.106128885	5.049346042	4.763202388	4.559624122	4.221952052	4.495724009
583.m05688_at	3.301121109	3.241366593	3.166309693	3.574902982	3.456210247	3.569828274	3.516039187	3.365713987	3.224949469	3.389516564	3.02907879	3.253135047	3.057791764	3.515696559
583.m05689_at	6.987649607	6.106282952	7.612219587	6.985934501	5.747368232	5.590284845	3.938895589	3.835050166	3.412600746	3.646822758	3.571550521	3.479997479	3.304638177	3.197814181
583.m05690_at	4.774653249	4.685733483	8.304136384	7.716861885	6.280913982	6.382124284	3.675767979	3.982691556	3.366043214	3.69570786	3.413801927	3.661573112	3.294986805	3.635962699
583.m05692_at	8.348320021	8.627238909	7.316812541	6.592215482	6.826999951	6.937408505	4.461027777	4.322352137	4.180530593	4.512897722	5.230199865	5.296870485	5.140534783	5.228023544
583.m05693_at	3.381354294	2.963563315	5.168852227	4.084360132	5.192113032	5.249644613	3.136699512	2.998011544	3.526767033	2.821074693	2.865793541	2.946321208	3.934980424	3.945846004
583.m05693_x_at	3.398245063	2.939976695	4.825008641	3.860944388	5.21794334	4.987060529	3.326580412	3.662060312	3.874686228	3.840934311	3.088298384	3.244175254	3.754074679	3.774751987
583.m05694_at	4.185045944	4.200366245	4.174491577	4.510776008	3.824798119	4.221251423	4.050431895	4.155573487	3.842551252	4.074263556	3.89122409	4.111665096	3.642253805	4.078525098
583.m05695_at	3.962462158	4.290416011	4.050009464	4.485072392	4.17110027	3.973878189	4.439252275	4.023937604	3.559490659	3.638698115	3.75183183	3.826658892	3.945451903	3.99210087
